nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Programa de Arrendamento Residencial;Programa governamental;2001;Social;Assistência Social;"Assistência Social;Habitação;;;";Casa Civil da Presidência da República;Estudantes e Professores;População em situação de vulnerabilidade social;Art. 2º O PET Saúde tem como pressuposto a educação pelo trabalho, caracterizando-se como instrumento para qualificação em serviço dos profissionais da saúde, bem como de iniciação ao trabalho, dirigidos aos estudantes dos cursos de graduação e de pósgraduação na área da saúde, de acordo com as necessidades do SUS, tendo em perspectiva a inserção das necessidades dos serviços como fonte de produção de conhecimento e pesquisa nas instituições de ensino.;2135-24/2001;27 de janeiro de 2001;Lei ordinária;10188/2001;14 de fevereiro de 2001;Não encontrado;Art. 1o  Fica instituído o Programa de Arrendamento Residencial para atendimento da necessidade de moradia da população de baixa renda, sob a forma de arrendamento residencial com opção de compra. (Redação dada pela Lei nº 11.474, de 2007);sugestão de associar à ação 00AF;Programa sem ação orçamentária associada
Programa de Bolsas para a Educação pelo Trabalho;Programa governamental;2011;Social;Saúde;"Saúde;;;;";"Ministério da Fazenda; Ministério da Educação; Ministério do Trabalho e Emprego; Ministério do Planejamento, Orçamento e Gestão; Ministério do Desenvolvimento Social e Combate à Fome";Estudantes e Professores;Estudantes e Professores;estudantes de graduação e professores tutores;Não se aplica;Não se aplica;Lei ordinária;12513/2011;30 de junho de 2005;Não encontrado;O Programa de Bolsas para a Educação pelo Trabalho é uma estratégia para provimento e fixação de profissionais em programas, projetos, ações e atividades em regiões prioritárias para o Sistema Único de Saúde (SUS), destinado aos estudantes de graduação dos cursos da área da saúde, profissionais de nível superior e trabalhadores da área da saúde e tem como objetivo promover a vivência, estágios, aperfeiçoamentos, formação e especialização de nível superior e médio em áreas prioritárias. (Origem: PRT MS/GM 1111/2005, Art. 2º) (com redação dada pela PRT MS/GM 754/2012);"O Programa foi criado por lei de 2005, que contava com assinatura do Ministro da Saúde. A lei de 2011 não foi assinada pelo ministro da Saúde.  http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/lei/l11129.htm; http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2011/Lei/L12513.htm#art16; Contudo, portarias do Ministério da Saúde regulamentam o Programa e até falam que seus recursos orçamentários são do MS: https://bvsms.saude.gov.br/bvs/saudelegis/gm/2005/prt1111_05_07_2005.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2012/prt0754_18_04_2012.html. ";Ação 20YD
Programa de Ciência e Tecnologia para o Agronegócio;Programa governamental;2001;Desenvolvimento Econômico;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";"Ministério da Fazenda; Ministério da Ciência, Tecnologia e Inovações";Popula��es fronteiri�as e de territ�rios economicamente deprimidos;Instituiçoes de pesquisa e inovação;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;10332/2001;20 de dezembro de 2001;Não encontrado;Art. 2o Os Programas referidos no art. 1o desta Lei, previstos na Lei no 9.989, de 21 de julho de 2000, objetivam incentivar o desenvolvimento científico e tecnológico brasileiro, por meio de financiamento de atividades de pesquisa e desenvolvimento científico-tecnológico de interesse das áreas do agronegócio, da saúde, da biotecnologia e recursos genéticos, do setor aeronáutico e da inovação para a competitividade.;#N/A;Programa com ação orçamentária associada
Programa de Ciência e Tecnologia para o Setor Aeronáutico;Programa governamental;2001;Desenvolvimento Econômico;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";"Ministério da Fazenda; Ministério da Ciência, Tecnologia e Inovações";Popula��o em situa��o de vulnerabilidade social;Instituiçoes de pesquisa e inovação;Art. 3º As Ações de Educação em Equilíbrio Trabalho-Família visam promover informação, sensibilização e formação em temáticas relacionadas ao equilíbrio entre trabalho e família aos gestores, trabalhadores e famílias.;Não se aplica;Não se aplica;Lei ordinária;10332/2001;20 de dezembro de 2001;Não encontrado;Art. 2o Os Programas referidos no art. 1o desta Lei, previstos na Lei no 9.989, de 21 de julho de 2000, objetivam incentivar o desenvolvimento científico e tecnológico brasileiro, por meio de financiamento de atividades de pesquisa e desenvolvimento científico-tecnológico de interesse das áreas do agronegócio, da saúde, da biotecnologia e recursos genéticos, do setor aeronáutico e da inovação para a competitividade.;#N/A;Programa com ação orçamentária associada
Programa de Combate à Intimidação Sistemática (bullying);Programa governamental;2015;Social;Direitos Humanos;"Direitos da Cidadania;;;;";"Ministério da Educação; Ministério das Mulheres, da Igualdade Racial, da Juventude e dos Direitos Humanos";Popula��o em geral;Estudantes e Professores;"Art. 2º  Poderão participar do Pró-DH:
I - os órgãos e as entidades públicas de promoção e de defesa dos direitos humanos em âmbito estadual, distrital e municipal;
II - os conselhos estaduais, distritais e municipais de direitos; e
III - os conselhos tutelares.";Não se aplica;Não se aplica;Lei ordinária;13185/2015;09 de novembro de 2015;Não encontrado;"Art. 4º Constituem objetivos do Programa referido no caput do art. 1º :
I - prevenir e combater a prática da intimidação sistemática (bullying) em toda a sociedade;
II - capacitar docentes e equipes pedagógicas para a implementação das ações de discussão, prevenção, orientação e solução do problema;
III - implementar e disseminar campanhas de educação, conscientização e informação;
IV - instituir práticas de conduta e orientação de pais, familiares e responsáveis diante da identificação de vítimas e agressores;
V - dar assistência psicológica, social e jurídica às vítimas e aos agressores;
VI - integrar os meios de comunicação de massa com as escolas e a sociedade, como forma de identificação e conscientização do problema e forma de preveni-lo e combatê-lo;
VII - promover a cidadania, a capacidade empática e o respeito a terceiros, nos marcos de uma cultura de paz e tolerância mútua;
VIII - evitar, tanto quanto possível, a punição dos agressores, privilegiando mecanismos e instrumentos alternativos que promovam a efetiva responsabilização e a mudança de comportamento hostil;
IX - promover medidas de conscientização, prevenção e combate a todos os tipos de violência, com ênfase nas práticas recorrentes de intimidação sistemática ( bullying ), ou constrangimento físico e psicológico, cometidas por alunos, professores e outros profissionais integrantes de escola e de comunidade escolar.";#N/A;Programa sem ação orçamentária associada
Programa de Complementação ao Atendimento Educacional Especializado às Pessoas Portadoras de Deficiência;Programa governamental;2004;Social;Educação;"Educação;Direitos da Cidadania;;;";"Ministério da Educação; Ministério do Planejamento, Orçamento e Gestão; Casa Civil da Presidência da República";Crian�as e Idosos;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência);"3. Público-Alvo
O Programa é destinado, prioritariamente, às famílias com renda per capita de até ½ salário mínimo, com
crianças e adolescentes de 7 a 14 anos trabalhando em atividades consideradas perigosas, insalubres, penosas ou
degradantes";139/2003;25 de novembro de 2003;Lei ordinária;10845/2004;08 de março de 2004;Não encontrado;"Art. 1º Fica instituído, no âmbito do Fundo Nacional de Desenvolvimento da Educação - FNDE, Programa de Complementação ao Atendimento Educacional Especializado às Pessoas Portadoras de Deficiência - PAED, em cumprimento do disposto no inciso III do art. 208 da Constituição, com os seguintes objetivos:
I - garantir a universalização do atendimento especializado de educandos portadores de deficiência cuja situação não permita a integração em classes comuns de ensino regular;
II - garantir, progressivamente, a inserção dos educandos portadores de deficiência nas classes comuns de ensino regular.";#N/A;Programa sem ação orçamentária associada
Programa de cooperação Sinal Vermelho contra a Violência Doméstica;Programa governamental;2021;Social;Direitos Humanos;"Direitos da Cidadania;;;;";Ministério da Mulher, da Família e dos Direitos Humanos;Outros;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência);Setor econômico;Não se aplica;Não se aplica;Lei ordinária;14188/2021;28 de julho de 2021;Não encontrado;Art. 1º  Esta Lei define o programa de cooperação Sinal Vermelho contra a Violência Doméstica como uma das medidas de enfrentamento da violência doméstica e familiar contra a mulher previstas na Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), e no Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), altera a modalidade da pena da lesão corporal simples cometida contra a mulher por razões da condição do sexo feminino e cria o tipo penal de violência psicológica contra a mulher.;#N/A;#N/A
Programa de Crédito Educativo;Programa governamental;1992;Social;Educação;"Educação;;;;";Ministério da Educação;Cadeias produtivas de setores econ�micas incentivados e/ou regulados;Estudantes e Professores;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;8436/1992;26 de junho de 1992;Não encontrado;Custeio de estudos para estudantes do curso universitário de graduação com recursos insuficientes, próprios ou familiares, para o custeio de seus estudos.;#N/A;Programa com ação orçamentária associada
Programa de Cultura do Trabalhador;Programa governamental;2012;Social;Cultura;"Cultura;Trabalho;;;";"Ministério da Fazenda; Ministério do Trabalho e Emprego; Ministério da Cultura";Institui�oes de pesquisa e inova��o;Trabalhadores e trabalhadoras;Universidades e centros de pesquisas;Não se aplica;Não se aplica;Lei ordinária;12761/2012;27 de dezembro de 2012;Não encontrado;"Art. 2º O Programa de Cultura do Trabalhador tem os seguintes objetivos:
I - possibilitar o acesso e a fruição dos produtos e serviços culturais;
II - estimular a visitação a estabelecimentos culturais e artísticos; e
III - incentivar o acesso a eventos e espetáculos culturais e artísticos.";#N/A;Programa sem ação orçamentária associada
Programa de Desenvolvimento Científico e Tecnológico do Setor Espacial;Programa governamental;2000;Desenvolvimento Econômico;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";"Ministério da Justiça; Ministério da Defesa; Ministério das Comunicações; Ministério da Ciência, Tecnologia e Inovações";Institui�oes de pesquisa e inova��o;Instituiçoes de pesquisa e inovação;Sistema de ensino superior federal;Não se aplica;Não se aplica;Lei ordinária;9994/2000;25 de julho de 2000;Não encontrado;Art. 1o É instituído o Programa de Desenvolvimento Científico e Tecnológico do Setor Espacial, destinado ao fomento da atividade de pesquisa científica e desenvolvimento tecnológico do Setor Espacial;#N/A;Programa com ação orçamentária associada
Programa de Desligamento Voluntário de Servidores civis;Programa governamental;1997;Administração;Administração Pública;"Administração;;;;";"Congresso Nacional; Ministério da Administração e Reforma do Estado";Outros;Administração pública e servidores públicos;"Art. 2º  Fica instituído o PEC, destinado à realização de operações de crédito, pelas instituições financeiras e pelas demais instituições autorizadas a funcionar pelo Banco Central do Brasil, exceto as cooperativas de crédito e as administradoras de consórcio, com as seguintes pessoas físicas ou jurídicas, com receita bruta anual de até R$ 4.800.000,00 (quatro milhões e oitocentos mil reais):
I - microempreendedores individuais de que trata o § 1º do art. 18-A da Lei Complementar nº 123, de 14 de dezembro de 2006;
II - microempresas e empresas de pequeno porte de que trata o art. 3º da Lei Complementar nº 123, de 2006; e
III - produtores rurais.";1530-7/1997;13 de junho de 1997;Lei ordinária;9468/1997;11 de julho de 1997;Não encontrado;Art. 1º Fica Instituído, no âmbito do Poder Executivo Federal, o Programa de Desligamento Voluntário - PDV, do servidor público civil, com o objetivo de possibilitar melhor alocacão dos recursos humanos, propiciar a modernização da Administração e auxiliar no equilíbrio das contas públicas.;#N/A;Programa sem ação orçamentária associada
